ISBN,EDITORIAL,TITULO,AUTOR/COLABORADOR,FORMATO,SEMESTRE,AÑO
978-9945-09-407-7,"GUZMAN DE LEON, DOMINGO ALBERTO ",DE POLITICA Y ALGO MA S,"CONCEPCION, LUIS ALBERTO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-621-34-1,MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL (MSPAS) ,"DIRECTRICES PARA LA PROTECCION, PROMOCION Y APOYO A LA LACTANCIA MATERNA EN EL CONTEXTO DE LA COVID-19","MINISTERIO DE SALUD PUBLICA Y ASISTENCIA SOCIAL (AUTOR); BARINAS, INDIANA (COORDINADOR EDITORIAL); JAPE COLLINS DE OGANDO, OLGA LUCIA (EDITOR LITERARIO); HERRERA BRITO, LUZ YNMACULADA (EDITOR LITERARIO); LEREBOURS, YUDERCA (EDITOR LITERARIO); MORDAN, JOSE (EDITOR LITERARIO); PEÑA PIMENTEL, FARAH NINOSKA (EDITOR LITERARIO); NINA, MARTHA (EDITOR LITERARIO)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9235-1-3,MINISTERIO DE MEDIO AMBIENTE Y RECURSOS NATURALES ,GUIA METODOLOGICA PARA LA RESTAURACION DE ECOSISTEMAS DEGRADADOS Y PAISAJES EN LA REPUBLICA DOMINICANA,"SANTANA, GLORIA (COMPILADOR); MINISTERIO DE MEDIO AMBIENTE Y RECURSOS NATURALES (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9116-1-9,LIBERAETHERIOUS ,ENSEÑAR ES FA CIL,"ULLOA MOREL, LUIS (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-612-31-8,ORGANIZACION DE ESTADOS IBEROAMERICANOS ,INFORME EJECUTIVO DEL PLAN NACIONAL DE ALFABETIZACION QUISQUEYA APRENDE CONTIGO,"PEDRO, SAURAS (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9172-2-2,COMISION PERMANENTE DE EFEMERIDES PATRIAS ,"INDIGENISMO, CARNAVAL   E IDENTIDAD EN DOMINICANA","TEJEDA, DAGOBERTO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-616-59-0,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO ,EL APOSTOL Y EL HEROE,"RIVADULLA, MARIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-617-70-2,EDITORIAL SANTUARIO ,CONVERSACION CON LOS SABIOS,"GARCIA, LUIS (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-410-7,"GUERRERO PEÑA, YINA ZENEIDA ",ZUNZUN Y VALLE ENCANTADO,"GUERRERO, YINA (AUTOR); PEÑA, KARLA (ILUSTRADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-408-4,"PEREZ PERDOMO, JESUS MANUEL ",EL MUNDO DE LAS PALABRAS,"PEREZ PERDOMO, JESUS MANUEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-409-1,"PEREZ PERDOMO, JESUS MANUEL ",POR EL AMOR DE DIOS,"PEREZ PERDOMO, JESUS MANUEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-411-4,"SIMO, ERIC ",ASESORIAS TECNOLOGICAS. ,"LEMBERT, VINICIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-412-1,"PEREZ, LUIS REYNALDO ",CUADERNO DE ANIMALES,"PEREZ, LUIS REYNALDO (AUTOR); MARRA, ILKA (ILUSTRADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-616-60-6,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO ,MALAS PALABRAS Y OTROS CUENTOS,"NATIVIDAD, KATHERINE (AUTOR); SANTANA, ESDRAS (AUTOR); VALCOURT, JHAKY (AUTOR); SANCHEZ, RAFI (AUTOR); AMARO, VALENTIN (AUTOR); OTERO, PATRICIA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-603-64-4,PUCMM (PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA) ,EL DESEMPEÑO DE LOS ESTUDIANTES DE PRIMERO A CUARTO GRADOS EN COMPRENSION LECTORA Y MATEMA TICA EN EL DISTRITO 14-02 CABRERA,"RONCAGLIOLO, RENZO (AUTOR); MIRABAL, ANGEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-603-65-1,PUCMM (PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA),EL DESEMPEÑO DE LOS ESTUDIANTES DE PRIMERO A CUARTO GRADOS EN COMPRENSION LECTORA Y MATEMA TICA EN EL DISTRITO 13-01 MONTECRISTI,"RONCAGLIOLO, RENZO (AUTOR); MIRABAL, ANGEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-603-66-8,PUCMM (PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA) ,"DESEMPEÑO DE LOS ESTUDIANTES DE PRIMERO A CUARTO GRADOS EN COMPRENSION LECTORA Y MATEMA TICA EN EL DISTRITO 10-01, VILLA MELLA","RONCAGLIOLO, RENZO (AUTOR); MIRABAL, ANGEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-413-8,"PEREZ VALERIO, CARMEN FELICITAS ",EDUCACION MATEMA TICA EN LAS AMERICAS 2019,"GONZALEZ, SARAH (COORDINADOR EDITORIAL); MORALES-LOPEZ, YURI (COMPILADOR); RUIZ, ANGEL (COMPILADOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9236-6-7,BIEN-ETRE MEDIA ,TEORIA DE LA TARJETA ROJA ,"TORRES GONZALEZ, MAYELA (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-414-5,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",EMPRENDIMIENTO ,INFO DE VIDA (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-415-2,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",ENTREPRENEURSHIP,"INFO DE VIDA (AUTOR); WRITERS, EXTREME (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-416-9,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",ENTREPRENEURIAT,"INFO DE VIDA (AUTOR); WRITERS, EXTREME (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-417-6,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",L'IMPRENDITORIA,"INFO DE VIDA (AUTOR); WRITERS, EXTREME (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9244-0-4,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",MANUAL DEL COORDINADOR ,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9244-1-1,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO",MANUAL DEL COORDINADOR ,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9244-2-8,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",MANUAL DEL EMPADRONADOR ,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9244-3-5,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",MANUAL DEL EMPADRONADOR,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9244-4-2,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",MANUAL DEL SUPERVISOR DE CAMPO ,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9244-5-9,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",MANUAL DEL SUPERVISOR DE CAMPO ,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9244-6-6,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",MANUAL DEL ENTREVISTADOR,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9244-7-3,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",MANUAL DEL ENTREVISTADOR,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9244-8-0,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",MANUAL DEL SUPERVISOR ,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9244-9-7,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",MANUAL DEL SUPERVISOR ,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9245-0-3,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",EXPANSION DE LAS COMUNIDADES URBANAS EN LA PROVINCIA INDEPENDENCIA DE REPUBLICA DOMINICANA 1988-2018,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9245-1-0,"MINISTERIO DE ECONOMIA, PLANIFICACION Y DESARROLLO ",EXPANSION DE LAS COMUNIDADES URBANAS EN LA PROVINCIA INDEPENDENCIA DE REPUBLICA DOMINICANA 1988-2018,OFICINA NACIONAL DE ESTADISTICA (ONE) (AUTOR),DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-420-6,"VIZCAINO DE LA ROSA, YURVY BENJAMIN ",EL GRAN TESORO,"CACERES, YSIDRO CACERES (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9243-0-5,MAJO ARTEIMPRESOS S.R.L ,¡DETENTE! HAZ UNA PARADA EN TU VIDA,"DELGADO SURIEL, RAFAEL (AUTOR); RODRIGUEZ GARCIA, OMAR VINICIO (DISEÑADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9243-1-2,MAJO ARTEIMPRESOS S.R.L ,"VIVES, SI PROTEGES LA CREACION DE DIOS PARA TODOS","ANGELES FERNANDEZ, DIOMEDES ANTONIO (AUTOR); RODRIGUEZ GARCIA, OMAR VINICIO (DISEÑADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-419-0,"RUIZ PAULINO, ROSA MARIA ",LA PRINCESA ANABELL,"RUIZ PAULINO, ROSA MARIA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-418-3,"VIZCAINO DE LA ROSA, YURVY BENJAMIN ",INCIDENCIA DE LOS VALORES EN LA ADOLESCENCIA,"HIDALGO RODRIGUEZ, MARIA EUGENIA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-617-71-9,EDITORIAL SANTUARIO ,SISTEMAS COSMOLOGICOS DIGITALES,FREDY JS. MARIUS MEJIA (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-99934-31-54-1,BIBLIOTECA NACIONAL PEDRO HENRIQUEZ UREÑA ,JUAN BOSCH,"NUÑEZ POLANCO, DIOMEDES - REPUBLICA DOMINICANA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-454-60-4,EDITORA MANATI ,SUZY,"MALO DE MOLINA, CARLOS (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9236-7-4,BIEN-ETRE MEDIA , TEORIA DE LA TARJETA ROJA ,"TORRES GONZALEZ, MAYELA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9019-5-5,FUNDACION MARCIO VELOZ MAGGIOLO PARA LA CIENCIA Y LA CULTURA ,FLORBELLA,"VELOZ MAGGIOLO, MARCIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-421-3,"SIMO, ERIC ",SIEMPRE CON YAQUI,"NUÑEZ DEL RISCO, YAQUI (AUTOR); SILFA FINKE, SUSANA (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9247-0-1,FUNDACION REFIDOMSA INC ,CANCION DE ARTE DE LA REPUBLICA DOMINICANA,"SALCEDO, IVAN (COORDINADOR EDITORIAL); VANDERHORST, EUGENIO (EDITOR LITERARIO); SIMO SIMO, ERIC JULIO (DISEÑADOR); JIMENEZ JIMENEZ, FELIX RAMON (DIRECTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-454-61-1,EDITORA MANATI ,SUZY,"MALO DE MOLINA, CARLOS (AUTOR); CASADO MEJIA, YISSEL (DISEÑADOR); MALO DE MOLINA, CARLOS (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-505-11-5,"EDITORA CENTENARIO, S. A. ",JURISPRUDENCIA TRIBUTARIA UNIFICADA 1950 - 2020,"BARNICHTA GEARA, EDGAR (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-505-10-8,"EDITORA CENTENARIO, S. A.",JURISPRUDENCIA TRIBUTARIA UNIFICADA 1950 - 2020,"BARNICHTA GEARA, EDGAR (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-499-59-9,MINISTERIO DE EDUCACION ,LECTURAS DIVERTIDAS PARA TI. NIVEL 3. VERSION PARA DOCENTES,"DE LIMA, DINORAH (AUTOR); RONDON MARTE, MABEL (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9246-0-2,DIRECCION GENERAL DE CINE ,ANTOLOGIA DE LARGOMETRAJES DOMINICANOS 1963-2019,DIRECCION GENERAL DE CINE (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-422-0,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",COMO EMPRENDER CON EXITO,"BRAND, JOSEPH (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-499-60-5,MINISTERIO DE EDUCACION ,LECTURAS DIVERTIDAS PARA TI. NIVEL 3. VERSION PARA ESTUDIANTES,"DE LIMA, DINORAH (AUTOR); RONDON MARTE, MABEL (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-423-7,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",HOW TO START WITH SUCCESS,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-424-4,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",COMMENT ENTREPRENDRE AVEC SUCCÈS,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-425-1,"RAMIREZ DILONE, YUDIAN ALTAGRACIA ",COME INIZIARE CON SUCCESO,"BRAND, JOSEPH (AUTOR); WRITERS, EXTREME (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9247-1-8,FUNDACION REFIDOMSA INC ,CANCION DE ARTE DE LA REPUBLICA DOMINICANA,"SALCEDO, IVAN (COORDINADOR EDITORIAL); SIMO SIMO, ERIC JULIO (DISEÑADOR); REFIDOMSA, FUNDACION (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9247-2-5,FUNDACION REFIDOMSA INC ,27 OBRAS DE COMPOSITORES NACIONALES,"REFIDOMSA, FUNDACION (AUTOR); SALCEDO, IVAN (COORDINADOR EDITORIAL); SIMO SIMO, ERIC JULIO (DISEÑADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9247-3-2,FUNDACION REFIDOMSA INC ,23 OBRAS DE COMPOSITORES NACIONALES,"REFIDOMSA, FUNDACION (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9247-4-9,FUNDACION REFIDOMSA INC ,50 OBRAS DE COMPOSITORES NACIONALES: PARTES DE VOZ.,"REFIDOMSA, FUNDACION (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9246-1-9,DIRECCION GENERAL DE CINE ,LAS SALAS DE CINE DE LA REPUBLICA DOMINICANA,DIRECCION GENERAL DE CINE (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-426-8,"PEREZ, LUIS REYNALDO",CUADERNO DE ANIMALES,"PEREZ, LUIS REYNALDO (AUTOR); MARRA, ILKA (ILUSTRADOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9136-7-5,EDITORA ORTEGA ,"DIRECTORIO INSTITUCIONAL, DICCIONARIO PROFESIONAL ","GUZMAN, DANIEL GUZMAN (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-505-12-2,"EDITORA CENTENARIO, S. A. ",NOTAS AUTOBIOGRA FICAS,"CADET, LIDIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-499-62-9,MINISTERIO DE EDUCACION ,INTERVENCION EDUCATIVA PARA MEJORAR LA COMPRENSION LECTORA EN EL  SEGUNDO CICLO DEL NIVEL PRIMARIO. FASE PILOTO,"LIMA JIMENEZ, DINORAH ALTAGRACIA DE (AUTOR); RONDON MARTE, MABEL (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9248-0-0,ZEMI PUBLICACIONES ,SAGA DE SANDULCE,"CABIYA, PEDRO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-499-63-6,MINISTERIO DE EDUCACION ,SISTEMATIZACION DE CUATRO EXPERIENCIAS CON EL METODO DE ENSEÑANZA RECIPROCA.  FASE PILOTO,"LIMA JIMENEZ, DINORAH ALTAGRACIA DE (AUTOR); RONDON MARTE, MABEL (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-467-35-2,DISTRIBUIDORA ESCOLAR S.A (DISESA),CALIGRAFIA 5,"BERGES RIB, VIRGINIA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-467-36-9,DISTRIBUIDORA ESCOLAR S.A (DISESA) ,CALIGRAFIA 6,"BERGES RIB, VIRGINIA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-99934-31-55-8,BIBLIOTECA NACIONAL PEDRO HENRIQUEZ UREÑA ,ANEXIONISMO Y RESISTENCIA,"NUÑEZ POLANCO, DIOMEDES (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-427-5,"SABA CABRAL, ANGEL RAMON",PRISMAS DEL ACANTILADO,"TRONCOSO, NITIN (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-22-054-4,"EDITORA BUHO, S.R.L. ",CUENTOS DESCONCERTANTES,"DE LA ROSA, JOSE ANTONIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9236-8-1,BIEN-ETRE MEDIA, LOS REGALOS DE MI CAIDA ,"CALVO, WENDY (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9236-9-8,BIEN-ETRE MEDIA,LOS REGALOS DE MI CAIDA,"CALVO, WENDY (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-580-91-4,UNIVERSIDAD ABIERTA PARA ADULTOS ,ADMINISTRACION DE SERVICIOS,"TEJADA BETANCOURT, LENNY G. (EDITOR LITERARIO)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-58-2,ARCHIVO GENERAL DE LA NACION ,IDEAS RADICALES EN LA REPUBLICA DOMINICANA,"BLANCO DIAZ, ANDRES (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-59-9,ARCHIVO GENERAL DE LA NACION ,IDEAS RADICALES EN LA REPUBLICA DOMINICANA,"BLANCO DIAZ, ANDRES (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-60-5,ARCHIVO GENERAL DE LA NACION ,UN HOMBRE MALO,"WENDELL FLEWELING, W. (AUTOR); MILAN MARTIN, MIRIAM ESTELA (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-61-2,ARCHIVO GENERAL DE LA NACION ,CUENTAS DE LAS CAJAS REALES DE SANTO DOMINGO,"RODRIGUEZ MOREL, GENARO (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-62-9,ARCHIVO GENERAL DE LA NACION ,DICCIONARIO BIOGRA FICO DE RESIDENTES EN LA CUENCA DEL CARIBE,"BURSET FLORES, LUIS R. (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-63-6,ARCHIVO GENERAL DE LA NACION,DICCIONARIO BIOGRA FICO DE RESIDENTES EN LA CUENCA DEL CARIBE,"BURSET FLORES, LUIS R. (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-430-5,"FRIAS MAGGIOLO, HAROLD MARCELINO ",DUARTE 25,"RODRIGUEZ GRULLON, JULIO MANUEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-499-61-2,MINISTERIO DE EDUCACION ,LA PARTICIPACION DELEGADA,INSTITUTO DOMINICANO DE EVALUACION E INVESTIGACION DE LA CALIDAD EDUCATIVA. IDEICE (EDITOR LITERARIO),DIGITAL,JULIO-DICIEMBRE,2020
978-9945-9235-2-0,MINISTERIO DE MEDIO AMBIENTE Y RECURSOS NATURALES ,GUIA NACIONAL DE RIESGOS EN REPUBLICA DOMINICANA,"FERRERAS, ELSA (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9140-4-7,"INSTITUTO DE ESTUDIOS SUPERIORES EN HUMANIDADES, CIENCIAS SOCIALES Y FILOSOFIA PEDRO FRANCISCO BONO ",BORDES DE LA DOMINICANIDAD,"GARCIA PEÑA, LORGIA (AUTOR); VICTORIANO MARTINEZ, RAMON ANTONIO - REPUBLICA DOMINICANA (TRADUCTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-431-2,"FRIAS MAGGIOLO, HAROLD MARCELINO ",LA DICTADURA DE TRUJILLO,"PAULINO RAMOS, ALEJANDRO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-010-18-3,EDITORIAL ALMONTE ,CUANDO EL MEDICO ES UN PACIENTE,"PIMENTEL, RUBEN DARIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-010-17-6,EDITORIAL ALMONTE ,"DIARIO DE LA PANDEMIA.  SARS-COV-2, COVID 19","PIMENTEL, RUBEN DARIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9193-9-4,OCEANO AZUL EDICIONES ,REFLEXIONES EN TORNO A NUESTRA HISTORIA,"ORTIZ, DANTES (AUTOR); CUESTA SORIANO, MODESTO (COORDINADOR EDITORIAL)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9249-0-9,OCEANO AZUL EDICIONES,"LEY NUM. 33-18, DE PARTIDOS, AGRUPACIONES Y MOVIMIENTOS POLITICOS, ANOTADA, COMENTADA Y ANALIZADA ","MARTINEZ REYES, JOSE LINO (AUTOR); CUESTA SORIANO, MODESTO (COORDINADOR EDITORIAL)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-612-32-5,ORGANIZACION DE ESTADOS IBEROAMERICANOS ,CONSTRUIR LA CONVIVENCIA ESCOLAR POSITIVA,"URUÑUELA, PEDRO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-613-64-3,ARCHIVO GENERAL DE LA NACION ,COLECCION DE DOCUMENTOS PARA EL ESTUDIO DE LA INDUSTRIA AZUCARERA DE LA ESPAÑOLA EN EL SIGLO XVI,"RODRIGUEZ MOREL, GENARO (COMPILADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9238-9-6,INSTITUTO NACIONAL DE TRANSITO Y TRANSPORTE TERRESTRE ,GUIA PARA LA EVALUACION E IMPLEMENTACION DE ENTORNOS ESCOLARES SEGUROS,INSTITUTO NACIONAL DE TRANSITO Y TRANSPORTE TERRESTRE (AUTOR),IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9250-0-5,INSTITUTO NACIONAL DE TRANSITO Y TRANSPORTE TERRESTRE ,GUIA PARA LA EVALUACION E IMPLEMENTACION DE ENTORNOS ESCOLARES SEGUROS,INSTITUTO NACIONAL DE TRANSITO Y TRANSPORTE TERRESTRE (AUTOR),DIGITAL,JULIO-DICIEMBRE,2020
978-9945-598-22-3,ARGOS ,INFORME PARA LA HISTORIA,"ESTRELLA, LUIS (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9190-5-9,ACADEMIA DOMINICANA DE LA HISTORIA,"BREVE HISTORIA MONETARIA DE LA REPUBLICA DOMINICANA, 1844-1948","MOYA PONS, FRANK (AUTOR); NUÑEZ SALCEDO, IRMA ISABEL (DISEÑADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-429-9,"PUELLO VASQUEZ, ELISMAR ",ILUSION DE MUERTE,"PUELLO VASQUEZ, ELISMAR- REPUBLICA DOMINICANA (AUTOR); VALENZUELA PEÑA, YAEL (EDITOR LITERARIO)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-603-67-5,PUCMM (PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA) ,MANUAL DE BIOSEGURIDAD,"BUTLER, MARY-ANNE (AUTOR); PAYANO, RUHAMMA (AUTOR); CALDERON, KATHERINE (AUTOR); MOSQUERA RESTREPO, SERGIO (AUTOR); PACHECO, MARIA DEL MAR (AUTOR)",DIGITAL,JULIO-DICIEMBRE,2020
978-9945-09-428-2,"DAMIRON, ANYA ",¿QUE ES ESO?,"DAMIRON, ANYA (AUTOR); DE LOS SANTOS, RAFAEL (ILUSTRADOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-9230-6-3,INSTITUTO TECNOLOGICO DE SANTO DOMINGO ,RESETEA TE,"MATEO, SANTA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-433-6,"PEREZ, ARGENIS",EL CONSTURCTOR DE LA OBRA,"PEREZ, ARGENIS PEREZ MENA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-603-68-2,PUCMM (PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA) ,SECUENCIAS DIDA CTICAS MATEMA TICA,"ZAPATA GOMEZ, ALBERTO MAHAVIR (AUTOR); DIFO RODRIGUEZ, ALEXANDER (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-624-00-7,FR MULTISERVICIOS SRL ,TOMA LA LLAVE Y LIBERATE,"ALMONTE, ASIA - REPUBLICA DOMINICANA (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-432-9,"PEREZ NERY, JOSE MIGUEL ",FORMULARIOS PROCESALES EN MATERIAL ELECTORAL,"POTENTINI ADAMES, TRAJANO V. (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-624-01-4,FR MULTISERVICIOS SRL ,EN EL CORAZON DEL PROCESO,"REYNOSO, JUAN (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-434-3,"REY SANCHEZ, JOAN  ",MANUAL DE DERECHO DE LA ENERGIA,"CANO SENCION, ANGEL (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
978-9945-09-435-0,"POLANCO, JULIO ",PROACTIVO,"POLANCO, JULIO (AUTOR)",IMPRESO,JULIO-DICIEMBRE,2020
